county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
Orange,Balance of County,1/1/1994,"170,989","68,871","45,926","21,956",989,"65,115",5.45%
Orange,Balance of County,1/1/1995,"176,856","71,289","48,536","21,772",981,"67,552",5.24%
Orange,Balance of County,1/1/1996,"188,958","75,594","51,318","23,305",971,"71,649",5.22%
Orange,Balance of County,1/1/1997,"196,361","77,284","52,882","23,659",743,"73,643",4.71%
Orange,Balance of County,1/1/1998,"209,395","81,113","56,397","24,013",703,"77,423",4.55%
Orange,Balance of County,1/1/1999,"220,565","85,307","58,905","25,705",697,"81,032",5.01%
Orange,Balance of County,1/1/2000,"169,113","60,851","47,799","12,507",545,"59,080",2.91%
Orange,County Total,4/1/1990,"2,410,668","875,105","538,933","304,327","31,844","827,097",5.49%
Orange,County Total,1/1/1991,"2,435,408","885,779","544,330","309,551","31,898","838,614",5.32%
Orange,County Total,1/1/1992,"2,485,231","894,864","548,815","313,990","32,059","849,334",5.09%
Orange,County Total,1/1/1993,"2,531,053","902,071","553,900","316,011","32,160","858,191",4.86%
Orange,County Total,1/1/1994,"2,563,058","908,042","558,815","316,980","32,247","865,829",4.65%
Orange,County Total,1/1/1995,"2,590,109","915,512","566,419","316,752","32,341","874,950",4.43%
Orange,County Total,1/1/1996,"2,625,277","925,605","573,569","319,621","32,415","886,453",4.23%
Orange,County Total,1/1/1997,"2,672,796","934,589","581,707","320,604","32,278","897,066",4.01%
Orange,County Total,1/1/1998,"2,724,525","944,454","590,525","321,572","32,357","908,437",3.81%
Orange,County Total,1/1/1999,"2,776,163","954,228","599,032","322,734","32,462","918,507",3.74%
Orange,County Total,1/1/2000,"2,831,799","967,089","612,433","322,226","32,430","934,067",3.41%
Placer,Auburn,4/1/1990,"10,653","4,795","3,131","1,657",7,"4,601",4.05%
Placer,Auburn,1/1/1991,"10,957","4,984","3,332","1,646",6,"4,788",3.93%
Placer,Auburn,1/1/1992,"11,316","5,072","3,443","1,623",6,"4,878",3.82%
Placer,Auburn,1/1/1993,"11,453","5,120","3,478","1,637",5,"4,932",3.67%
Placer,Auburn,1/1/1994,"11,738","5,148","3,530","1,614",4,"4,965",3.55%
Placer,Auburn,1/1/1995,"11,795","5,236","3,582","1,650",4,"5,056",3.44%
Placer,Auburn,1/1/1996,"12,173","5,321","3,631","1,687",3,"5,144",3.33%
Placer,Auburn,1/1/1997,"12,397","5,364","3,687","1,675",2,"5,191",3.23%
Placer,Auburn,1/1/1998,"12,568","5,382","3,729","1,651",2,"5,216",3.08%
Placer,Auburn,1/1/1999,"12,638","5,408","3,778","1,629",1,"5,248",2.96%
Placer,Auburn,1/1/2000,"12,474","5,449","3,843","1,606",0,"5,293",2.86%
Placer,Colfax,4/1/1990,"1,306",621,398,186,37,547,11.92%
Placer,Colfax,1/1/1991,"1,337",635,397,203,35,563,11.34%
Placer,Colfax,1/1/1992,"1,380",642,399,210,33,574,10.59%
Placer,Colfax,1/1/1993,"1,388",642,406,206,30,580,9.66%
Placer,Colfax,1/1/1994,"1,399",636,408,200,28,581,8.65%
Placer,Colfax,1/1/1995,"1,452",630,409,195,26,580,7.94%
Placer,Colfax,1/1/1996,"1,473",627,414,190,23,583,7.02%
Placer,Colfax,1/1/1997,"1,495",628,422,185,21,590,6.05%
Placer,Colfax,1/1/1998,"1,500",622,425,179,18,590,5.14%
Placer,Colfax,1/1/1999,"1,523",631,430,175,26,604,4.28%
Placer,Colfax,1/1/2000,"1,522",646,450,172,24,623,3.56%
Placer,Lincoln,4/1/1990,"7,248","2,602","1,952",582,68,"2,514",3.38%
Placer,Lincoln,1/1/1991,"7,503","2,703","2,054",580,69,"2,602",3.74%
Placer,Lincoln,1/1/1992,"7,871","2,852","2,190",578,84,"2,733",4.17%
Placer,Lincoln,1/1/1993,"7,972","2,890","2,228",576,86,"2,757",4.60%
Placer,Lincoln,1/1/1994,"8,146","2,906","2,246",573,87,"2,758",5.09%
Placer,Lincoln,1/1/1995,"8,303","2,969","2,310",571,88,"2,806",5.49%
Placer,Lincoln,1/1/1996,"8,549","3,024","2,367",568,89,"2,845",5.92%
Placer,Lincoln,1/1/1997,"8,871","3,124","2,379",654,91,"2,930",6.21%
Placer,Lincoln,1/1/1998,"9,023","3,163","2,418",653,92,"2,954",6.61%
Placer,Lincoln,1/1/1999,"9,605","3,398","2,535",770,93,"3,168",6.77%
Placer,Lincoln,1/1/2000,"10,566","3,874","3,011",768,95,"3,614",6.71%
Placer,Loomis,4/1/1990,"5,705","2,030","1,797",120,113,"1,964",3.25%
Placer,Loomis,1/1/1991,"5,752","2,055","1,826",116,113,"1,989",3.21%
Placer,Loomis,1/1/1992,"5,885","2,079","1,855",111,113,"2,013",3.17%
Placer,Loomis,1/1/1993,"5,988","2,109","1,890",106,113,"2,043",3.13%
Placer,Loomis,1/1/1994,"6,132","2,149","1,936",100,113,"2,081",3.16%
Placer,Loomis,1/1/1995,"6,172","2,177","1,970",94,113,"2,109",3.12%
Placer,Loomis,1/1/1996,"6,277","2,197","1,995",90,112,"2,128",3.14%
Placer,Loomis,1/1/1997,"6,332","2,210","2,014",84,112,"2,142",3.08%
Placer,Loomis,1/1/1998,"6,364","2,217","2,026",79,112,"2,149",3.07%
Placer,Loomis,1/1/1999,"6,363","2,233","2,048",74,111,"2,166",3.00%
Placer,Loomis,1/1/2000,"6,273","2,268","2,089",68,111,"2,200",3.00%
Placer,Rocklin,4/1/1990,"18,806","7,481","5,569","1,456",455,"6,990",6.56%
Placer,Rocklin,1/1/1991,"21,404","8,199","6,014","1,730",455,"7,644",6.77%
Placer,Rocklin,1/1/1992,"22,835","8,655","6,471","1,731",453,"8,050",6.99%
Placer,Rocklin,1/1/1993,"23,522","8,921","6,737","1,733",451,"8,277",7.22%
Placer,Rocklin,1/1/1994,"25,183","9,514","7,330","1,735",449,"8,809",7.41%
Placer,Rocklin,1/1/1995,"26,295","9,966","7,754","1,764",448,"9,209",7.60%
Placer,Rocklin,1/1/1996,"27,469","10,345","8,060","1,838",447,"9,541",7.77%
Placer,Rocklin,1/1/1997,"28,541","10,744","8,420","1,879",445,"9,893",7.92%
Placer,Rocklin,1/1/1998,"29,965","11,284","8,881","1,960",443,"10,376",8.05%
Placer,Rocklin,1/1/1999,"32,397","12,341","9,566","2,334",441,"11,341",8.10%
Placer,Rocklin,1/1/2000,"35,789","14,132","10,496","3,197",439,"12,993",8.06%
Placer,Roseville,4/1/1990,"44,685","17,789","13,340","3,973",476,"16,606",6.65%
Placer,Roseville,1/1/1991,"47,067","18,760","13,835","4,444",481,"17,586",6.26%
Placer,Roseville,1/1/1992,"50,664","19,942","14,341","5,114",487,"18,787",5.79%
Placer,Roseville,1/1/1993,"54,254","21,138","14,930","5,714",494,"20,003",5.37%
Placer,Roseville,1/1/1994,"56,649","21,785","15,510","5,772",503,"20,704",4.96%
Placer,Roseville,1/1/1995,"59,412","22,847","16,572","5,766",509,"21,793",4.61%
Placer,Roseville,1/1/1996,"63,234","24,143","17,810","5,817",516,"23,101",4.32%
Placer,Roseville,1/1/1997,"67,429","25,731","19,397","5,812",522,"24,682",4.08%
Placer,Roseville,1/1/1998,"71,571","27,312","20,978","5,805",529,"26,256",3.87%
Placer,Roseville,1/1/1999,"76,634","29,502","22,891","6,076",535,"28,398",3.74%
Placer,Roseville,1/1/2000,"79,372","31,551","24,446","6,564",541,"30,410",3.62%
Placer,Incorporated,4/1/1990,"88,403","35,318","26,187","7,974","1,156","33,222",5.93%
Placer,Incorporated,1/1/1991,"94,020","37,336","27,458","8,719","1,159","35,172",5.80%
Placer,Incorporated,1/1/1992,"99,951","39,242","28,699","9,367","1,176","37,035",5.62%
Placer,Incorporated,1/1/1993,"104,577","40,820","29,669","9,972","1,179","38,592",5.46%
Placer,Incorporated,1/1/1994,"109,247","42,138","30,960","9,994","1,184","39,898",5.32%
Placer,Incorporated,1/1/1995,"113,429","43,825","32,597","10,040","1,188","41,553",5.18%
Placer,Incorporated,1/1/1996,"119,175","45,657","34,277","10,190","1,190","43,342",5.07%
Placer,Incorporated,1/1/1997,"125,065","47,801","36,319","10,289","1,193","45,428",4.96%
Placer,Incorporated,1/1/1998,"130,991","49,980","38,457","10,327","1,196","47,541",4.88%
Placer,Incorporated,1/1/1999,"139,160","53,513","41,248","11,058","1,207","50,925",4.84%
Placer,Incorporated,1/1/2000,"145,996","57,920","44,335","12,375","1,210","55,133",4.81%
Placer,Balance of County,4/1/1990,"84,393","42,561","35,295","3,481","3,786","30,879",27.45%
Placer,Balance of County,1/1/1991,"85,222","43,421","36,049","3,584","3,788","31,709",26.97%
Placer,Balance of County,1/1/1992,"87,252","44,157","36,655","3,698","3,804","32,452",26.51%
Placer,Balance of County,1/1/1993,"89,424","44,672","37,079","3,798","3,795","33,018",26.09%
Placer,Balance of County,1/1/1994,"90,746","45,088","37,416","3,894","3,778","33,520",25.66%
Placer,Balance of County,1/1/1995,"93,730","45,645","37,914","3,994","3,737","34,142",25.20%
Placer,Balance of County,1/1/1996,"95,844","46,161","38,344","4,147","3,670","34,758",24.70%
Placer,Balance of County,1/1/1997,"97,221","46,598","38,732","4,241","3,625","35,294",24.26%
Placer,Balance of County,1/1/1998,"98,695","47,109","39,193","4,344","3,572","35,885",23.83%
Placer,Balance of County,1/1/1999,"99,133","47,565","39,611","4,438","3,516","36,443",23.38%
Placer,Balance of County,1/1/2000,"100,716","48,235","40,215","4,559","3,461","37,146",22.99%
Placer,County Total,4/1/1990,"172,796","77,879","61,482","11,455","4,942","64,101",17.69%
Placer,County Total,1/1/1991,"179,242","80,757","63,507","12,303","4,947","66,881",17.18%
Placer,County Total,1/1/1992,"187,203","83,399","65,354","13,065","4,980","69,487",16.68%
Placer,County Total,1/1/1993,"194,001","85,492","66,748","13,770","4,974","71,610",16.24%
Placer,County Total,1/1/1994,"199,993","87,226","68,376","13,888","4,962","73,418",15.83%
Placer,County Total,1/1/1995,"207,159","89,470","70,511","14,034","4,925","75,695",15.40%
Placer,County Total,1/1/1996,"215,019","91,818","72,621","14,337","4,860","78,100",14.94%
Placer,County Total,1/1/1997,"222,286","94,399","75,051","14,530","4,818","80,722",14.49%
Placer,County Total,1/1/1998,"229,686","97,089","77,650","14,671","4,768","83,426",14.07%
Placer,County Total,1/1/1999,"238,293","101,078","80,859","15,496","4,723","87,368",13.56%
Placer,County Total,1/1/2000,"246,712","106,155","84,550","16,934","4,671","92,279",13.07%
Plumas,Portola,4/1/1990,"2,193","1,002",735,203,64,903,9.88%
Plumas,Portola,1/1/1991,"2,199","1,004",740,201,63,905,9.86%
Plumas,Portola,1/1/1992,"2,227","1,015",749,205,61,912,10.15%
Plumas,Portola,1/1/1993,"2,255","1,013",751,203,59,910,10.17%
Plumas,Portola,1/1/1994,"2,235","1,008",750,201,57,905,10.22%
Plumas,Portola,1/1/1995,"2,252","1,007",760,192,55,902,10.43%
Plumas,Portola,1/1/1996,"2,239","1,007",762,190,55,902,10.43%
Plumas,Portola,1/1/1997,"2,249","1,009",767,188,54,902,10.60%
Plumas,Portola,1/1/1998,"2,248","1,010",770,186,54,903,10.59%
Plumas,Portola,1/1/1999,"2,224","1,008",772,184,52,900,10.71%
Plumas,Portola,1/1/2000,"2,223","1,008",773,183,52,899,10.81%
Plumas,Incorporated,4/1/1990,"2,193","1,002",735,203,64,903,9.88%
Plumas,Incorporated,1/1/1991,"2,199","1,004",740,201,63,905,9.86%
Plumas,Incorporated,1/1/1992,"2,227","1,015",749,205,61,912,10.15%
Plumas,Incorporated,1/1/1993,"2,255","1,013",751,203,59,910,10.17%
Plumas,Incorporated,1/1/1994,"2,235","1,008",750,201,57,905,10.22%
Plumas,Incorporated,1/1/1995,"2,252","1,007",760,192,55,902,10.43%
Plumas,Incorporated,1/1/1996,"2,239","1,007",762,190,55,902,10.43%
Plumas,Incorporated,1/1/1997,"2,249","1,009",767,188,54,902,10.60%
Plumas,Incorporated,1/1/1998,"2,248","1,010",770,186,54,903,10.59%
Plumas,Incorporated,1/1/1999,"2,224","1,008",772,184,52,900,10.71%
Plumas,Incorporated,1/1/2000,"2,223","1,008",773,183,52,899,10.81%
Plumas,Balance of County,4/1/1990,"17,546","10,940","8,309",883,"1,748","7,222",33.99%
Plumas,Balance of County,1/1/1991,"17,774","11,075","8,443",860,"1,772","7,306",34.03%
Plumas,Balance of County,1/1/1992,"18,237","11,344","8,680",848,"1,816","7,476",34.10%
Plumas,Balance of County,1/1/1993,"18,584","11,632","8,944",817,"1,871","7,660",34.15%
Plumas,Balance of County,1/1/1994,"18,627","11,844","9,154",785,"1,905","7,792",34.21%
Plumas,Balance of County,1/1/1995,"18,565","11,961","9,298",754,"1,909","7,862",34.27%
Plumas,Balance of County,1/1/1996,"18,536","12,068","9,432",722,"1,914","7,927",34.31%
Plumas,Balance of County,1/1/1997,"18,616","12,134","9,525",691,"1,918","7,963",34.37%
Plumas,Balance of County,1/1/1998,"18,670","12,227","9,622",660,"1,945","8,018",34.42%
Plumas,Balance of County,1/1/1999,"18,570","12,324","9,718",629,"1,977","8,074",34.49%
Plumas,Balance of County,1/1/2000,"18,578","12,370","9,792",597,"1,981","8,097",34.54%
Plumas,County Total,4/1/1990,"19,739","11,942","9,044","1,086","1,812","8,125",31.96%
Plumas,County Total,1/1/1991,"19,973","12,079","9,183","1,061","1,835","8,211",32.02%
Plumas,County Total,1/1/1992,"20,464","12,359","9,429","1,053","1,877","8,388",32.13%
Plumas,County Total,1/1/1993,"20,839","12,645","9,695","1,020","1,930","8,570",32.23%
Plumas,County Total,1/1/1994,"20,862","12,852","9,904",986,"1,962","8,697",32.33%
Plumas,County Total,1/1/1995,"20,817","12,968","10,058",946,"1,964","8,764",32.42%
Plumas,County Total,1/1/1996,"20,775","13,075","10,194",912,"1,969","8,829",32.47%
Plumas,County Total,1/1/1997,"20,865","13,143","10,292",879,"1,972","8,865",32.55%
Plumas,County Total,1/1/1998,"20,918","13,237","10,392",846,"1,999","8,921",32.61%
Plumas,County Total,1/1/1999,"20,794","13,332","10,490",813,"2,029","8,974",32.69%
Plumas,County Total,1/1/2000,"20,801","13,378","10,565",780,"2,033","8,996",32.76%
Riverside,Banning,4/1/1990,"20,572","8,279","6,014","1,111","1,154","7,432",10.23%
Riverside,Banning,1/1/1991,"21,855","8,829","6,403","1,269","1,157","7,938",10.09%
Riverside,Banning,1/1/1992,"22,204","8,922","6,529","1,232","1,161","8,037",9.92%
Riverside,Banning,1/1/1993,"22,367","9,026","6,653","1,213","1,160","8,146",9.75%
Riverside,Banning,1/1/1994,"22,495","9,123","6,760","1,203","1,160","8,250",9.57%
Riverside,Banning,1/1/1995,"22,456","9,239","6,873","1,206","1,160","8,370",9.41%
Riverside,Banning,1/1/1996,"22,461","9,281","6,946","1,176","1,159","8,424",9.23%
Riverside,Banning,1/1/1997,"22,741","9,391","7,086","1,147","1,158","8,539",9.07%
Riverside,Banning,1/1/1998,"22,955","9,478","7,213","1,107","1,158","8,634",8.90%
Riverside,Banning,1/1/1999,"23,200","9,581","7,348","1,076","1,157","8,741",8.77%
Riverside,Banning,1/1/2000,"23,549","9,738","7,544","1,038","1,156","8,899",8.62%
Riverside,Beaumont,4/1/1990,"9,685","3,718","2,330",993,395,"3,512",5.54%
Riverside,Beaumont,1/1/1991,"9,996","3,846","2,434","1,021",391,"3,622",5.82%
Riverside,Beaumont,1/1/1992,"10,272","3,893","2,488","1,019",386,"3,652",6.19%
Riverside,Beaumont,1/1/1993,"10,360","3,923","2,526","1,016",381,"3,667",6.53%
Riverside,Beaumont,1/1/1994,"10,640","4,050","2,659","1,014",377,"3,772",6.86%
Riverside,Beaumont,1/1/1995,"10,596","4,073","2,689","1,012",372,"3,781",7.17%
Riverside,Beaumont,1/1/1996,"10,673","4,089","2,712","1,010",367,"3,781",7.53%
Riverside,Beaumont,1/1/1997,"10,815","4,111","2,746","1,003",362,"3,787",7.88%
Riverside,Beaumont,1/1/1998,"10,953","4,140","2,783","1,000",357,"3,802",8.16%
Riverside,Beaumont,1/1/1999,"11,215","4,214","2,814","1,048",352,"3,857",8.47%
Riverside,Beaumont,1/1/2000,"11,371","4,253","2,859","1,046",348,"3,880",8.77%
Riverside,Blythe,4/1/1990,"8,448","2,908","1,956",859,93,"2,745",5.61%
Riverside,Blythe,1/1/1991,"8,439","2,955","1,988",866,101,"2,766",6.40%
Riverside,Blythe,1/1/1992,"11,722","3,033","2,057",863,113,"2,808",7.42%
Riverside,Blythe,1/1/1993,"12,482","3,244","2,127",990,127,"2,975",8.29%
Riverside,Blythe,1/1/1994,"12,427","3,312","2,188",986,138,"3,008",9.18%
Riverside,Blythe,1/1/1995,"15,893","3,385","2,250",987,148,"3,046",10.01%
Riverside,Blythe,1/1/1996,"17,646","3,800","2,449",993,358,"3,314",12.79%
Riverside,Blythe,1/1/1997,"20,062","4,654","2,733","1,140",781,"3,991",14.25%
Riverside,Blythe,1/1/1998,"20,067","4,704","2,761","1,141",802,"4,004",14.88%
Riverside,Blythe,1/1/1999,"19,918","4,826","2,827","1,191",808,"4,083",15.40%
Riverside,Blythe,1/1/2000,"20,235","4,838","2,851","1,182",805,"4,063",16.02%
Riverside,Calimesa,4/1/1990,0,0,0,0,0,0,0.00%
Riverside,Calimesa,1/1/1991,"6,764","3,062","1,829",158,"1,075","2,885",5.78%
Riverside,Calimesa,1/1/1992,"6,924","3,098","1,848",154,"1,096","2,909",6.10%
Riverside,Calimesa,1/1/1993,"6,987","3,131","1,865",150,"1,116","2,932",6.36%
Riverside,Calimesa,1/1/1994,"7,008","3,144","1,863",146,"1,135","2,937",6.58%
Riverside,Calimesa,1/1/1995,"6,930","3,153","1,855",142,"1,156","2,937",6.85%
Riverside,Calimesa,1/1/1996,"6,926","3,161","1,848",138,"1,175","2,936",7.12%
Riverside,Calimesa,1/1/1997,"6,988","3,184","1,856",134,"1,194","2,949",7.38%
Riverside,Calimesa,1/1/1998,"7,036","3,205","1,862",130,"1,213","2,960",7.64%
Riverside,Calimesa,1/1/1999,"7,077","3,222","1,865",126,"1,231","2,968",7.88%
Riverside,Calimesa,1/1/2000,"7,084","3,230","1,858",122,"1,250","2,967",8.14%
Riverside,Canyon Lake,4/1/1990,0,0,0,0,0,0,0.00%
Riverside,Canyon Lake,1/1/1991,"10,292","4,569","4,402",122,45,"3,737",18.21%
Riverside,Canyon Lake,1/1/1992,"10,434","4,540","4,366",119,55,"3,749",17.42%
Riverside,Canyon Lake,1/1/1993,"10,357","4,461","4,280",115,66,"3,721",16.59%
Riverside,Canyon Lake,1/1/1994,"10,246","4,386","4,198",112,76,"3,696",15.73%
Riverside,Canyon Lake,1/1/1995,"10,094","4,307","4,113",108,86,"3,667",14.86%
Riverside,Canyon Lake,1/1/1996,"9,989","4,236","4,034",105,97,"3,645",13.95%
Riverside,Canyon Lake,1/1/1997,"9,927","4,164","3,956",101,107,"3,622",13.02%
Riverside,Canyon Lake,1/1/1998,"9,890","4,103","3,887",98,118,"3,609",12.04%
Riverside,Canyon Lake,1/1/1999,"9,929","4,075","3,853",94,128,"3,622",11.12%
Riverside,Canyon Lake,1/1/2000,"9,978","4,060","3,831",91,138,"3,645",10.22%
Riverside,Cathedral City,4/1/1990,"30,085","15,229","8,524","3,622","3,083","10,918",28.31%
Riverside,Cathedral City,1/1/1991,"32,195","15,853","8,951","3,867","3,035","11,455",27.74%
Riverside,Cathedral City,1/1/1992,"34,245","16,241","9,274","3,955","3,012","11,854",27.01%
Riverside,Cathedral City,1/1/1993,"34,981","16,478","9,544","3,946","2,988","12,144",26.30%
Riverside,Cathedral City,1/1/1994,"35,754","16,571","9,683","3,927","2,961","12,329",25.60%
Riverside,Cathedral City,1/1/1995,"36,744","16,760","9,920","3,903","2,937","12,585",24.91%
Riverside,Cathedral City,1/1/1996,"37,675","16,924","10,139","3,871","2,914","12,823",24.23%
Riverside,Cathedral City,1/1/1997,"38,267","16,841","10,379","3,783","2,679","12,883",23.50%
Riverside,Cathedral City,1/1/1998,"38,907","16,830","10,502","3,668","2,660","12,995",22.79%
Riverside,Cathedral City,1/1/1999,"40,166","17,095","10,838","3,621","2,636","13,305",22.17%
Riverside,Cathedral City,1/1/2000,"42,240","17,758","11,267","3,854","2,637","13,900",21.73%
Riverside,Coachella,4/1/1990,"16,896","3,830","2,406","1,018",406,"3,713",3.05%
Riverside,Coachella,1/1/1991,"17,393","3,913","2,480","1,004",429,"3,788",3.19%
Riverside,Coachella,1/1/1992,"18,007","4,014","2,593",986,435,"3,880",3.34%
Riverside,Coachella,1/1/1993,"19,017","4,281","2,745","1,098",438,"4,133",3.46%
Riverside,Coachella,1/1/1994,"19,291","4,338","2,818","1,080",440,"4,183",3.57%
Riverside,Coachella,1/1/1995,"19,819","4,473","2,971","1,061",441,"4,306",3.73%
Riverside,Coachella,1/1/1996,"20,551","4,629","3,124","1,063",442,"4,451",3.85%
Riverside,Coachella,1/1/1997,"20,899","4,680","3,192","1,045",443,"4,494",3.97%
Riverside,Coachella,1/1/1998,"21,164","4,719","3,246","1,026",447,"4,526",4.09%
Riverside,Coachella,1/1/1999,"21,503","4,773","3,317","1,008",448,"4,571",4.23%
Riverside,Coachella,1/1/2000,"22,180","4,905","3,380","1,073",452,"4,694",4.30%
Riverside,Corona,4/1/1990,"75,943","26,480","17,837","7,359","1,284","23,868",9.86%
Riverside,Corona,1/1/1991,"80,913","27,887","18,554","8,049","1,284","25,535",8.43%
Riverside,Corona,1/1/1992,"86,850","29,339","18,814","9,241","1,284","27,189",7.33%
Riverside,Corona,1/1/1993,"90,985","30,509","19,328","9,898","1,283","28,424",6.83%
Riverside,Corona,1/1/1994,"93,232","30,906","19,748","9,875","1,283","28,965",6.28%
Riverside,Corona,1/1/1995,"96,099","31,560","20,412","9,865","1,283","29,857",5.40%
Riverside,Corona,1/1/1996,"100,146","32,672","21,511","9,878","1,283","31,054",4.95%
Riverside,Corona,1/1/1997,"105,743","34,113","23,015","9,815","1,283","32,547",4.59%
Riverside,Corona,1/1/1998,"112,148","35,862","24,827","9,753","1,282","34,325",4.29%
Riverside,Corona,1/1/1999,"118,493","37,546","26,574","9,690","1,282","36,043",4.00%
Riverside,Corona,1/1/2000,"123,757","38,916","27,807","9,827","1,282","37,471",3.71%
Riverside,Desert Hot Springs,4/1/1990,"11,668","5,494","3,035","2,165",294,"4,586",16.53%
Riverside,Desert Hot Springs,1/1/1991,"12,405","5,804","3,267","2,226",311,"4,844",16.54%
Riverside,Desert Hot Springs,1/1/1992,"13,360","5,997","3,342","2,305",350,"5,004",16.56%
Riverside,Desert Hot Springs,1/1/1993,"14,206","6,261","3,525","2,348",388,"5,223",16.58%
Riverside,Desert Hot Springs,1/1/1994,"14,554","6,427","3,633","2,379",415,"5,360",16.60%
Riverside,Desert Hot Springs,1/1/1995,"15,093","6,616","3,773","2,401",442,"5,517",16.61%
Riverside,Desert Hot Springs,1/1/1996,"15,478","6,755","3,854","2,436",465,"5,631",16.64%
Riverside,Desert Hot Springs,1/1/1997,"15,904","6,876","3,929","2,459",488,"5,731",16.65%
Riverside,Desert Hot Springs,1/1/1998,"16,163","6,944","3,945","2,485",514,"5,786",16.68%
Riverside,Desert Hot Springs,1/1/1999,"16,405","7,000","3,955","2,508",537,"5,832",16.69%
Riverside,Desert Hot Springs,1/1/2000,"16,544","7,020","3,960","2,500",560,"5,847",16.71%
Riverside,Hemet,4/1/1990,"36,094","19,692","8,574","5,239","5,879","17,397",11.65%
Riverside,Hemet,1/1/1991,"37,613","20,649","9,417","5,284","5,948","18,186",11.93%
Riverside,Hemet,1/1/1992,"49,027","25,033","11,712","6,552","6,769","22,081",11.79%
Riverside,Hemet,1/1/1993,"50,044","25,265","11,997","6,568","6,700","22,213",12.08%
Riverside,Hemet,1/1/1994,"50,319","25,354","12,168","6,513","6,673","22,217",12.37%
Riverside,Hemet,1/1/1995,"50,165","25,150","12,257","6,457","6,436","21,962",12.68%
Riverside,Hemet,1/1/1996,"50,251","25,118","12,367","6,402","6,349","21,859",12.97%
Riverside,Hemet,1/1/1997,"50,682","25,141","12,471","6,347","6,323","21,805",13.27%
Riverside,Hemet,1/1/1998,"54,269","27,549","12,660","6,416","8,473","23,727",13.87%
Riverside,Hemet,1/1/1999,"57,871","29,065","13,262","6,481","9,322","25,049",13.82%
Riverside,Hemet,1/1/2000,"58,666","29,325","13,524","6,565","9,236","25,203",14.06%
Riverside,Indian Wells,4/1/1990,"2,647","3,019","2,635",380,4,"1,258",58.33%
Riverside,Indian Wells,1/1/1991,"2,722","3,062","2,669",389,4,"1,304",57.41%
Riverside,Indian Wells,1/1/1992,"2,892","3,116","2,711",400,5,"1,366",56.16%
Riverside,Indian Wells,1/1/1993,"2,985","3,189","2,774",410,5,"1,434",55.03%
Riverside,Indian Wells,1/1/1994,"3,086","3,275","2,848",421,6,"1,507",53.98%
Riverside,Indian Wells,1/1/1995,"3,092","3,290","2,852",432,6,"1,551",52.86%
Riverside,Indian Wells,1/1/1996,"3,146","3,313","2,863",444,6,"1,600",51.71%
Riverside,Indian Wells,1/1/1997,"3,290","3,420","2,868",545,7,"1,682",50.82%
Riverside,Indian Wells,1/1/1998,"3,349","3,442","2,879",556,7,"1,729",49.77%
Riverside,Indian Wells,1/1/1999,"3,515","3,572","2,997",567,8,"1,822",48.99%
Riverside,Indian Wells,1/1/2000,"3,667","3,692","3,106",578,8,"1,910",48.27%
Riverside,Indio,4/1/1990,"36,850","13,050","6,146","5,083","1,821","10,765",17.51%
Riverside,Indio,1/1/1991,"38,217","13,417","6,398","5,107","1,912","11,062",17.55%
Riverside,Indio,1/1/1992,"40,355","13,971","6,657","5,128","2,186","11,511",17.61%
Riverside,Indio,1/1/1993,"41,420","14,281","6,829","5,134","2,318","11,759",17.66%
Riverside,Indio,1/1/1994,"42,525","14,687","7,117","5,142","2,428","12,086",17.71%
Riverside,Indio,1/1/1995,"42,952","15,094","7,387","5,153","2,554","12,415",17.75%
Riverside,Indio,1/1/1996,"43,888","15,391","7,571","5,160","2,660","12,652",17.80%
Riverside,Indio,1/1/1997,"45,200","15,745","7,738","5,181","2,826","12,936",17.84%
Riverside,Indio,1/1/1998,"46,099","15,996","7,877","5,187","2,932","13,135",17.89%
Riverside,Indio,1/1/1999,"47,301","16,336","8,106","5,192","3,038","13,408",17.92%
Riverside,Indio,1/1/2000,"48,616","16,733","8,392","5,197","3,144","13,727",17.96%
Riverside,Lake Elsinore,4/1/1990,"18,316","6,993","4,367","1,826",799,"6,076",13.11%
Riverside,Lake Elsinore,1/1/1991,"19,075","7,042","4,412","1,834",796,"6,159",12.54%
Riverside,Lake Elsinore,1/1/1992,"21,605","7,644","4,950","1,898",796,"6,753",11.66%
Riverside,Lake Elsinore,1/1/1993,"21,986","7,694","5,034","1,872",788,"6,850",10.97%
Riverside,Lake Elsinore,1/1/1994,"23,106","8,033","5,396","1,851",786,"7,199",10.38%
Riverside,Lake Elsinore,1/1/1995,"23,848","8,197","5,585","1,831",781,"7,396",9.77%
Riverside,Lake Elsinore,1/1/1996,"24,714","8,438","5,856","1,810",772,"7,660",9.22%
Riverside,Lake Elsinore,1/1/1997,"25,769","8,703","6,144","1,790",769,"7,944",8.72%
Riverside,Lake Elsinore,1/1/1998,"26,490","8,860","6,330","1,769",761,"8,135",8.18%
Riverside,Lake Elsinore,1/1/1999,"27,978","9,272","6,660","1,860",752,"8,548",7.81%
Riverside,Lake Elsinore,1/1/2000,"28,756","9,455","6,868","1,839",748,"8,760",7.35%
Riverside,La Quinta,4/1/1990,"11,215","6,426","5,853",326,247,"3,931",38.83%
Riverside,La Quinta,1/1/1991,"12,788","7,293","6,712",333,248,"4,553",37.57%
Riverside,La Quinta,1/1/1992,"14,403","7,767","7,025",493,249,"4,965",36.08%
